zCMB MU MUERR_FINAL
0.29256 41.87290 17.30120
0.38732 41.65770 0.18780
0.25604 40.67150 0.13930
0.46760 42.02960 0.18510
0.67747 42.93010 0.73680
0.18156 39.72970 0.16550
0.23380 40.21470 0.19080
0.64795 42.76820 0.11640
0.64997 42.81320 0.18000
1.02582 44.04720 0.23540
0.60013 42.70650 0.19400
0.82961 43.42470 0.15740
0.11048 38.14640 0.13380
0.57741 42.80200 0.22170
0.45318 41.95900 0.26260
0.50275 42.33160 0.16800
0.42131 41.91570 0.15130
0.56258 42.49860 0.13670
1.05479 43.94870 0.20550
0.74877 43.44910 0.15690
0.26150 40.45570 0.15130
0.32869 41.14670 0.11240
0.53225 42.07150 0.12140
0.31194 41.03800 0.12380
0.41066 42.20280 0.22350
0.31184 41.12360 0.14970
0.38676 41.62030 0.17500
0.59952 42.63960 0.18180
0.60148 42.91020 0.17980
0.64845 43.09300 0.13270
0.56430 42.51640 0.15500
0.13840 39.96080 191.55570
0.42602 42.12570 0.22240
0.51717 42.14370 0.10180
0.53116 42.62310 0.18690
0.58466 42.73480 0.13940
0.61327 43.11250 0.19720
0.72062 43.29460 0.20790
0.33047 41.22170 0.18050
0.73306 43.41080 0.12730
0.85806 43.42070 0.23810
0.42054 41.76530 0.13610
0.62002 42.89930 0.16790
0.77334 43.61570 0.23500
0.46167 41.88980 0.12220
0.30251 40.95500 0.17910
0.64795 43.22920 0.14640
0.46879 41.99900 0.15220
0.92537 44.58820 0.33360
0.33191 41.04470 0.25230
0.59992 42.88050 0.18170
0.82081 43.50000 0.14780
0.96859 43.67670 0.14660
0.95791 44.53020 0.26190
0.96363 43.70940 0.14260
0.81791 43.84190 0.13870
0.77250 43.41620 0.14200
0.63581 43.22920 0.27730
0.18148 39.36500 0.10260
0.36538 42.52390 90.33100
0.53579 42.64710 0.21880
1.12132 44.19090 0.10900
0.25616 40.67990 0.17570
0.49272 42.04010 0.14990
0.45682 41.91460 0.21460
0.44881 41.17840 226.86070
0.27539 40.72170 0.11360
0.45944 41.89910 0.12480
0.75153 43.58740 0.18210
0.65134 43.22110 0.20030
0.60943 42.81810 0.17930
0.65405 43.09260 0.14420
0.69261 43.04710 0.15420
0.63779 42.91660 0.16480
0.58057 42.65540 0.14930
0.71719 43.15060 0.15750
0.65356 43.02010 0.13740
0.44766 42.08130 0.16080
0.32550 41.03230 0.18260
0.29323 40.92290 0.19630
0.66480 43.72490 269.02130
0.30517 40.86420 0.14580
0.54203 42.40350 0.19130
0.83036 43.44940 0.13690
0.82584 43.56920 0.18750
0.40900 41.77870 0.19670
0.59710 42.46410 0.14410
0.55321 42.59100 0.19810
0.52219 42.11080 0.13370
0.51064 42.36130 0.15930
0.71584 43.41740 0.14960
0.68422 43.01600 0.16640
0.55032 42.69250 0.26890
0.50314 42.38960 0.20550
0.31293 41.06220 0.13620
0.21885 40.05690 0.11110
0.87472 43.39420 0.17440
0.51618 42.33840 0.20050
0.65243 42.99770 0.13290
0.40457 41.49500 252.28600
0.70093 43.42890 0.18860
0.49743 41.95050 0.12700
0.49500 42.10280 0.15520
0.33899 41.11060 0.23990
0.38283 41.44040 0.16860
0.36843 41.63180 0.18410
0.78512 43.03760 0.12820
0.50617 42.16740 0.13350
0.63786 42.90780 0.15800
0.09394 38.32220 0.22340
0.26361 40.71340 0.13230
0.24448 40.41470 0.18740
0.69609 43.26460 0.15230
0.36672 41.47340 0.14110
0.71467 43.40060 0.29600
0.56872 42.60560 0.19290
0.31794 41.18510 0.12580
0.36326 41.34840 0.17600
0.50323 42.45000 0.19920
0.58434 42.70860 0.18070
0.68193 42.99460 0.16160
0.53191 42.34920 0.20690
0.49650 42.33600 0.21680
0.33352 41.17170 0.15380
0.33513 41.13250 0.12660
0.79318 43.31850 0.23330
0.62889 43.01580 0.28790
0.40462 41.75190 0.23090
0.46290 42.14060 0.14370
0.55313 42.29780 0.12510
0.73167 43.02460 0.23120
0.23955 40.45570 0.10870
0.45546 42.03090 0.14530
0.32154 41.24720 0.13110
0.27119 40.78360 0.13490
0.80342 43.39490 0.15860
0.25173 40.55640 0.12560
0.44684 42.02120 0.11900
0.54306 42.59240 0.15400
0.45115 41.89440 0.12770
0.43311 41.74800 0.14270
0.55095 42.32160 0.13440
0.30694 40.93910 0.09750
0.27618 40.74960 0.24350
0.42348 41.72790 0.14960
0.24003 40.42070 0.10410
0.50847 42.41300 0.17640
0.34224 41.45770 0.16630
0.65553 42.87660 0.14310
0.51615 42.50780 0.19150
0.69310 43.14210 0.18970
0.66882 43.02510 0.12700
0.62863 42.98900 0.22970
0.33070 41.25290 0.12630
0.65692 42.80950 0.14360
0.64766 42.86630 0.15270
0.93733 43.84190 0.15120
0.58895 42.90430 0.18390
0.65069 43.14870 0.17460
0.61842 43.45540 0.26480
0.50947 42.26750 0.13830
0.29082 40.93800 0.13550
0.07333 37.57730 0.20130
0.34392 41.21590 0.15640
0.88352 43.64980 0.15050
0.21601 40.24350 0.09340
0.52779 42.42390 0.15120
0.89842 43.98940 0.20410
0.25517 40.33920 0.11120
0.26162 40.60080 0.13400
0.23720 40.48280 0.12150
0.69879 43.34630 0.14440
0.62952 43.01220 0.17240
0.49239 42.33120 0.16950
0.33115 42.18880 155.89610
0.62935 43.59390 202.29870
0.75331 43.14750 0.18280
0.80107 43.58700 0.16670
0.52212 42.27230 0.17040
0.49181 42.26510 0.15030
0.48092 42.01380 0.13980
0.61750 43.19970 0.19850
0.69841 42.92730 0.12910
0.50285 42.23300 0.16210
0.44895 42.13180 0.17110
0.54865 42.49260 0.13240
0.45102 41.99600 209.94170
0.65875 43.18390 0.18070
0.89117 43.60730 0.13570
0.65069 43.32670 0.19450
0.59349 43.05910 0.22370
0.45205 41.99720 0.15680
0.95690 44.28040 0.19050
0.35942 42.59510 168.13520
0.70961 43.06840 0.16780
0.89611 43.93580 204.13580
0.47435 42.42380 0.19370
0.40228 41.49040 0.16980
0.42713 41.87640 0.22240
0.79364 43.31700 0.19350
0.83706 43.67470 0.15040
0.61122 42.78650 0.23970
0.64453 43.01510 0.21980
1.02144 44.09510 0.18680
0.41235 41.82590 0.18060
0.65806 42.82660 0.15020
0.39494 41.74670 0.16500
0.42267 42.08090 0.25210
0.47680 42.11550 0.17270
0.61052 42.66840 0.15300
0.36711 41.40650 0.11800
0.34579 41.38910 0.21340
0.15011 39.56470 0.17520
0.35039 41.23730 0.17960
0.54471 43.01270 0.20010
0.71803 43.08050 0.18170
0.56489 42.84220 0.18290
0.71949 42.97200 0.14340
0.68283 43.30710 0.15900
0.68437 43.02220 0.23170
0.59619 42.70030 0.20690
0.26317 41.80510 300.03600
0.37567 41.36920 0.16460
0.23734 40.33230 0.13930
0.66195 43.01030 0.19520
0.78964 43.28630 0.13780
0.58040 42.80820 0.17450
0.39136 41.55340 0.16160
1.01700 43.87690 0.14630
0.55424 42.38520 0.16300
0.51228 42.31900 0.14240
0.63355 43.05250 0.18870
0.61096 43.13410 0.18260
0.55372 42.57860 0.17000
0.36540 41.45960 0.20250
1.00009 44.20280 0.31570
0.57688 42.67110 0.16310
0.33185 41.24490 0.11700
0.69830 43.27910 0.24220
0.86674 43.67180 0.23350
0.35831 41.59920 0.12290
0.60009 42.76530 0.17920
0.44736 41.96600 0.16690
0.56420 42.46720 0.19280
0.88189 44.00700 0.25930
0.45403 42.71090 8.13500
0.28848 41.73120 142.27500
0.57606 42.52770 0.16720
0.32670 41.20420 0.13880
0.53547 42.69160 0.28330
0.53112 42.38270 0.22900
0.64649 42.87140 0.17610
0.50566 42.20810 0.14470
0.54148 42.38900 0.22210
0.17267 39.58550 0.09200
0.86240 43.51720 0.24190
0.33423 41.22950 0.12540
0.46322 41.82970 0.13570
0.69226 42.93480 0.16580
0.58196 42.86440 0.21210
0.47833 41.89910 0.15200
0.75076 43.22240 0.17270
0.53002 42.67950 0.19340
0.41097 41.78920 0.11020
0.36606 41.57670 0.13570
0.59892 42.66970 0.15680
0.64130 42.74370 0.15030
0.38374 41.21780 259.71600
0.43587 41.80100 0.12720
0.85239 43.91500 0.29480
0.58049 42.82780 0.35780
0.51797 42.22860 0.12340
0.27316 40.73130 0.12270
0.80181 43.57380 0.22260
0.27694 40.92500 0.12670
0.50582 42.41810 0.22950
0.55644 42.41940 0.11750
0.85279 43.58140 0.25730
0.68507 43.04240 0.16690
0.37178 41.40060 0.24780
0.45394 42.12790 0.24490
0.56872 42.45540 0.11740
0.52706 42.43400 0.32700
0.52427 42.81950 0.26260
0.42436 42.01200 0.16880
0.51404 42.59630 0.22860
0.11948 38.21540 0.18050
0.63890 42.92700 0.18210
0.54758 43.09020 200.13820
0.40467 41.64810 175.33650
0.55584 42.72540 0.20430
0.60888 42.99000 0.22430
0.67713 43.25500 0.13600
0.29149 40.75930 0.12080
0.34387 41.34770 0.17680
0.33470 41.27570 0.12380
0.45694 42.26990 0.20410
0.45675 42.16620 0.22800
0.47273 42.11700 0.19460
0.50397 42.26010 0.12680
0.58117 42.79360 0.18080
0.65325 43.35520 0.19350
0.61224 42.71990 0.18000
0.80078 43.70690 0.19460
0.53410 42.39930 0.18330
0.44129 42.11480 0.21770
0.45115 42.08490 0.13380
0.75888 43.35040 0.15820
0.40597 41.84050 0.14820
0.74450 43.12400 0.22020
0.29069 40.90150 0.10760
0.54454 42.25870 0.15070
0.29911 40.92150 0.20050
0.27578 41.00050 0.24280
0.67651 43.07560 0.18270
0.60558 42.77340 0.22360
0.20587 39.95640 0.17480
0.53166 42.50440 0.18030
0.46283 41.96640 0.16530
0.80301 43.57480 0.21970
0.86647 44.12430 0.24650
0.45180 42.01080 0.11230
0.75991 43.28150 0.13620
0.73072 43.28560 0.14980
0.98000 44.10280 0.19920
0.70510 43.09060 0.15470
0.65253 42.79540 0.14600
0.63231 42.71120 0.19570
0.43550 42.45370 0.33710
0.26891 40.75880 0.17790
0.68006 43.17980 0.22020
0.47842 42.15250 0.11900
0.57618 42.60110 0.13430
0.71552 43.21390 0.16600
0.65792 42.98690 0.15880
0.46097 42.33280 0.14920
0.32059 41.06620 0.14480
0.42273 41.74510 0.16870
0.32988 41.08650 0.20140
0.55064 42.39800 0.12280
0.53287 42.52120 0.13600
0.60433 42.45760 0.11200
0.65589 43.11010 0.19030
0.55020 42.75660 0.14680
0.27304 40.74360 0.11680
0.65214 42.80300 0.15400
0.59028 42.69020 0.13240
0.76675 43.57610 0.13490
0.64298 43.29690 0.16380
0.16008 39.39790 0.16230
0.62217 42.96840 0.18260
0.80325 43.39740 0.14710
0.83813 43.75000 0.22930
0.40194 41.59760 0.13860
0.68766 42.94000 0.16730
0.62931 42.91600 0.14340
0.77952 43.36810 0.12470
0.69362 43.42970 0.27800
0.32510 41.14590 0.14290
0.69191 43.03030 0.12770
0.34776 41.60400 0.20620
0.61981 42.95450 0.14900
0.46523 42.19180 0.20600
0.59269 42.69910 0.16220
0.90941 43.49550 0.18100
0.56740 42.69460 0.12680
0.46937 42.55320 0.25200
0.62292 42.92080 0.19850
0.36774 41.11030 0.11010
0.81396 43.62900 0.16100
0.60967 42.76940 0.14430
0.73615 43.17090 0.25690
0.93075 43.84070 0.18040
0.39216 41.66740 0.13340
0.42893 41.97960 0.11400
0.38252 41.39560 0.22430
0.31863 41.13350 0.13230
0.59279 42.85270 0.18060
0.42513 42.13590 0.23960
0.57629 42.70070 0.16560
0.55833 42.37500 0.11880
0.53944 42.50730 0.13000
0.47782 42.23060 0.20710
0.37136 41.44960 0.14320
0.66190 42.91200 0.12260
0.58059 43.21610 293.22890
0.44364 42.25610 0.20060
0.22398 40.19970 0.11130
0.54529 42.48530 0.17110
0.60706 42.97740 0.21570
0.81237 43.48230 0.19250
0.65971 42.98490 0.15310
0.68700 43.09220 0.14010
0.68673 42.93820 0.16800
0.57188 42.98150 0.20630
0.65526 43.02530 0.18590
0.49183 42.32610 0.21150
0.34037 41.12080 0.19330
0.39044 41.63970 0.16640
0.54894 42.28310 3.04250
0.56788 42.77130 0.17370
0.61287 42.50960 0.19860
0.56202 42.86450 0.18220
0.61154 42.82420 0.15220
0.45743 42.16510 0.16810
0.54509 42.42710 0.15900
0.53730 42.40790 0.15520
0.51337 42.68000 0.23190
0.44419 41.98300 0.15550
0.82627 43.66780 0.16800
0.36048 41.31330 0.17550
0.52580 42.40140 0.13500
0.69516 43.14120 0.16970
0.72070 43.40980 0.17530
0.59237 43.14480 0.23900
0.70882 43.09000 0.12950
0.30994 41.15360 0.14510
0.78266 43.42680 0.18490
0.33000 41.27870 0.19650
0.56271 42.29110 0.14440
0.42781 41.87270 0.14070
0.51872 42.08160 0.25470
0.43435 41.62510 0.20860
0.31268 40.88490 0.11350
0.52779 42.41310 0.14340
0.59851 42.67890 0.24620
0.60262 42.53400 0.15730
0.21924 39.97070 0.11010
0.73802 42.88920 0.21580
0.26046 40.86060 0.24210
0.53572 42.46470 0.21410
0.46590 42.15450 0.20340
0.76518 43.20700 288.98360
0.74119 43.45530 0.23900
0.26396 41.03810 0.15330
0.72403 43.16940 0.16100
0.38884 41.61560 0.14760
0.38809 41.81900 0.26460
0.47547 41.94620 0.14230
0.36390 41.51710 0.15820
0.49417 41.86040 0.17280
0.24642 42.30290 147.53530
0.40746 41.69710 0.21080
0.29376 40.91770 0.17750
0.33784 41.38060 0.17800
0.58411 42.43690 0.15750
0.58074 42.76030 0.19530
0.73480 43.28500 0.22880
0.36795 41.46210 0.11960
0.34578 41.29560 0.14940
0.53644 42.07030 0.40320
0.60911 42.60720 0.14220
0.33847 40.82940 0.24360
0.35023 41.32870 0.10990
0.27142 40.62130 0.11670
0.57744 42.78860 0.27150
0.39186 41.59570 0.18350
0.28417 41.99360 3.87980
0.31626 40.94440 0.09980
0.45410 41.82320 0.20600
0.42445 41.52850 0.22480
0.45429 41.91630 0.18570
0.30743 41.36540 0.16750
0.24283 40.54230 0.10850
0.50987 41.85170 0.15450
0.52494 42.20820 0.16260
0.20173 39.82840 0.10010
0.47852 42.67610 0.25240
0.45993 42.07800 0.16890
0.39298 41.61960 0.13430
0.21094 39.94380 0.14090
0.31193 41.04530 0.12780
0.27659 40.83110 0.09280
0.67924 42.79410 0.16100
0.46670 42.38480 0.18250
0.49650 42.30920 0.24300
0.55943 42.58900 0.20860
0.42926 41.78640 0.26360
0.64130 42.96960 0.16760
0.49007 42.63430 0.20660
0.92457 44.02560 0.17250
0.64849 42.83820 0.16700
0.13537 38.85220 0.17220
0.87998 44.23210 0.51770
0.53009 42.38830 0.15920
0.83916 43.53630 0.23680
0.55577 42.35520 0.18670
0.62480 42.97050 0.19900
0.13051 38.89820 0.11290
0.78375 43.54570 0.41700
0.65461 42.93680 0.22810
0.23928 40.39140 0.10330
0.34550 41.26760 0.10880
0.12913 41.19300 343.05360
0.37937 41.64560 0.18140
0.60674 42.71600 0.15760
0.23891 40.40330 0.13880
1.08349 44.34400 0.15050
0.58021 42.51490 0.15920
0.33041 41.00570 0.19270
0.37890 41.49050 0.13930
0.50631 42.38780 0.31830
0.40684 41.87000 0.21390
0.38748 41.39040 0.14760
0.47905 42.34120 0.15870
0.47964 42.14870 0.13080
0.81774 43.37580 0.20540
0.58770 42.68860 0.15470
0.36021 42.55490 238.43260
0.30547 40.93480 0.11840
0.62398 42.62520 0.11900
0.57697 42.59380 0.14460
0.61412 42.95310 0.18050
0.31314 40.96610 0.17910
0.56823 42.56850 0.22200
0.46680 42.06980 0.22280
0.78892 43.77740 0.30190
0.23532 40.59160 0.10760
0.43446 41.73970 0.15050
0.29093 40.60410 0.12980
0.54229 42.53340 0.18090
0.78049 43.14530 0.15450
0.83776 43.58210 0.25340
0.68966 42.95990 0.15060
0.28699 41.00240 0.13860
0.44864 42.07730 0.18570
0.54383 42.97160 0.66250
0.74870 43.59290 0.21380
0.60535 42.71540 0.14260
0.22101 40.46650 0.16960
0.33720 41.12180 0.10150
0.84132 43.73730 0.31630
0.51008 42.32650 0.18440
0.64639 42.93750 0.28010
0.56445 42.46870 0.11600
0.60073 42.79440 0.22300
0.68233 43.42640 0.16460
0.53667 42.39490 0.15230
0.42147 41.98060 0.16240
0.34313 41.37430 0.13150
0.46482 42.02390 0.12820
0.83954 43.93800 0.38000
0.48981 42.19240 0.19710
0.72988 43.30930 0.17980
0.22454 40.22950 0.12120
0.48449 42.66750 0.29410
0.36044 41.37060 0.19210
0.56371 42.50970 0.13800
0.64488 42.48600 0.43800
0.88450 43.81820 0.24120
0.45753 42.32340 0.14070
0.55294 42.78160 0.31810
0.59157 42.72070 0.20080
0.64727 42.96830 0.13070
0.19471 40.00270 0.09210
0.24936 40.33230 0.19700
0.46192 42.25150 0.13150
0.60970 43.00210 0.22580
0.81984 43.62090 0.18300
0.38889 41.62600 0.13120
0.22941 40.26670 0.09800
0.87565 43.41320 0.12680
0.37719 41.41680 0.15150
0.11979 39.16600 197.06150
0.44419 42.23940 0.20310
0.49707 41.97060 0.26300
0.63407 43.15550 0.17410
0.64458 42.84470 0.14140
0.55111 42.36010 0.20140
0.40538 41.54150 0.13050
0.31406 41.03500 0.10890
0.76584 43.38720 0.15970
0.47992 42.57220 0.24360
0.43278 41.70250 0.17230
0.51351 42.32450 0.15850
0.21303 40.09350 0.17690
0.51127 42.47050 0.17170
0.51290 42.26050 0.13590
0.77826 43.08730 0.30030
0.46351 41.86410 0.18510
0.59276 42.32760 0.18440
0.53661 42.45730 0.25170
0.65258 42.88920 0.15640
0.72776 43.09080 0.15640
0.61377 43.00710 0.18370
0.70652 43.30400 0.17520
0.79348 43.62920 0.11980
0.54871 42.54020 0.15940
0.62735 42.70180 0.13940
0.32274 41.14570 0.14320
0.50558 42.03370 0.12890
0.70836 43.13430 0.30710
0.92838 43.71970 2.49580
0.26584 40.71790 0.17830
0.64025 42.78830 0.13000
0.40897 41.72660 0.12730
0.71880 43.26970 0.17070
0.45194 41.90130 0.11000
0.57035 42.11480 0.17200
0.49243 42.14220 0.16450
0.42068 41.54830 0.14370
0.68688 42.91850 0.20960
0.59156 43.13780 0.20240
0.55283 42.51920 0.15330
0.31920 41.08980 0.20610
0.81485 43.68860 0.13430
0.51204 42.37220 0.12530
0.74571 43.15190 0.12500
0.62411 42.77840 0.12490
0.53746 42.27060 0.17620
0.54762 42.36720 0.17400
0.64747 42.75880 0.15630
0.43144 41.80800 0.15570
0.47839 42.39870 0.25620
0.68533 43.41600 0.15060
0.44791 41.96770 0.16110
0.63579 44.47440 96.63340
0.72416 43.13260 0.15430
0.45405 42.00600 0.17610
0.25126 40.44050 0.12190
0.29874 40.90470 0.19240
0.68144 43.07680 0.12560
0.51978 42.61720 0.22810
1.03221 44.19470 0.14280
0.46975 42.10320 0.13290
0.47577 42.48450 0.20100
0.50262 42.58280 0.17690
0.91696 43.87030 0.20670
0.98846 44.16030 0.17010
0.28169 40.97040 0.24430
0.62336 42.92320 0.14680
0.36798 41.40130 0.15360
0.44025 42.01740 0.15750
0.76657 43.24570 0.22140
0.69905 43.42130 0.18870
0.44624 41.84980 0.15250
0.91082 43.99300 0.24650
0.61177 42.94230 0.20080
0.64337 43.03250 0.24730
0.66579 43.30590 0.14180
0.30307 41.05530 0.19870
0.45587 41.60940 0.90690
0.36176 41.49620 0.13410
0.54806 42.79250 0.20390
0.43668 41.99240 0.18410
0.67829 43.72300 285.38670
0.33753 41.21200 0.09150
0.66455 43.05940 0.18160
0.57875 42.58770 0.23250
0.26271 40.54590 0.11120
0.55436 42.50530 0.13480
0.87344 43.58480 0.20000
0.53763 42.14490 0.17350
0.86642 44.06350 449.61250
0.31615 41.08040 0.11730
0.45699 42.02130 0.18700
0.56104 42.52400 0.18880
0.52460 42.35660 0.16070
0.43071 41.74650 0.19150
0.45362 42.08380 0.14240
0.62565 42.89620 0.20900
0.40841 41.72840 0.16510
0.36966 41.37160 0.25290
0.21849 40.15740 0.20300
0.34814 41.16490 0.16670
0.39835 41.43350 0.19030
0.36549 41.40350 0.11400
0.23707 40.53820 0.12780
0.34459 41.27700 0.12480
0.19771 39.85600 0.10640
0.43225 41.65360 0.19130
0.51619 42.45750 0.16690
0.38247 41.41790 0.13650
0.39201 41.56030 0.24880
0.36161 41.26410 0.19070
0.46299 42.07050 0.11350
0.46380 42.14300 0.12710
1.04136 43.89290 0.15000
0.38274 41.77490 0.23340
0.68069 43.07140 0.15010
0.24576 40.68240 0.12610
0.58091 43.01790 0.19090
0.65080 43.86890 258.07360
0.54379 42.56450 0.10400
0.75356 43.50470 0.14820
0.31564 41.13790 0.21240
0.60827 42.61100 0.18490
0.22210 40.18630 0.16790
0.33584 41.29820 0.17460
0.34105 41.62510 0.24310
0.43495 41.66470 0.12770
0.75011 43.12560 0.12400
0.68972 42.96290 0.14840
0.53739 42.41150 0.15800
0.51315 41.96570 0.28200
0.89530 43.45720 0.17180
0.47336 41.91910 0.16970
0.61011 42.68680 0.16030
0.83168 43.82560 0.15740
0.69154 43.18480 0.14790
0.45525 42.10330 0.89800
0.56584 42.70550 0.18130
0.31562 41.10860 0.11910
0.66460 43.50120 208.84860
0.54469 42.53900 0.13370
0.83936 43.71230 0.35030
0.59043 42.73520 0.13680
0.37942 41.57590 0.12220
0.78324 43.66940 0.12940
0.34436 41.14090 0.14690
1.01922 44.03000 0.22370
0.68828 43.10210 0.14850
0.61137 43.19700 0.21230
0.27255 40.77580 0.11840
0.05837 37.16310 0.13440
0.03093 35.69640 0.17410
0.04059 36.44680 0.09790
0.03627 36.08790 0.10990
0.02494 35.11160 0.14420
0.02469 35.24990 0.12490
0.03591 36.04010 0.09730
0.02794 35.37310 0.13630
0.02895 35.73300 0.11710
0.04015 36.17670 0.10370
0.05196 36.55820 0.11750
0.02413 35.12220 0.15550
0.03351 36.02110 0.11460
0.03344 35.90220 0.17000
0.03250 35.93890 0.15800
0.02978 35.57920 0.14220
0.03196 35.50480 0.15010
0.02829 35.55790 0.16500
0.04670 36.57020 0.12670
0.02584 35.17530 0.13630
0.02831 35.64310 0.11750
0.03369 36.00930 0.12320
0.04496 36.70850 0.09020
0.05631 37.10610 0.10950
0.03292 36.02150 0.09430
0.07490 37.78640 0.07760
0.04397 36.41480 0.15880
0.04541 36.45230 0.12380
0.02595 35.48280 0.11240
0.02717 35.26390 0.10390
0.03310 36.03880 0.12580
0.06908 37.58720 0.10650
0.03158 35.59190 0.09990
0.04223 36.43240 0.10390
0.04928 36.84920 0.12070
0.03081 35.81710 0.13260
0.02759 35.76040 0.14540
0.03352 36.07970 0.13980
0.05449 36.96810 0.08440
0.03616 36.08910 0.13150
0.06142 37.24500 0.11000
0.05760 37.07060 0.09190
0.07068 37.33680 0.12350
0.05658 36.94220 0.12360
0.02871 35.49840 0.17330
0.03212 35.85360 0.10310
0.03732 36.01460 0.09700
0.03126 35.85730 0.09870
0.06485 37.15590 0.09090
0.03141 35.70090 0.09900
0.02655 35.43400 0.14980
0.02481 34.95530 0.13820
0.03518 35.94160 0.20810
0.02953 35.56520 0.12650
0.03652 36.29700 0.12530
0.04130 36.27940 0.10710
0.04275 36.35860 0.09110
0.03263 35.72290 0.19070
0.02500 35.28150 0.14700
0.03183 35.77670 0.14610
0.04627 36.36330 0.14520
0.03835 36.15360 0.10390
0.02732 35.46710 0.10460
0.06130 37.33960 0.07820
0.04692 36.59560 0.09520
0.03790 36.24960 0.10120
0.03641 36.24150 0.11620
0.03246 35.79360 0.10460
0.03245 35.78140 0.09640
0.03643 36.11660 0.09360
0.02834 35.47610 0.10310
0.03748 36.31670 0.09620
0.04027 36.19530 0.10520
0.03336 35.65160 0.15420
0.05291 37.00420 0.10470
0.03871 36.16560 0.14330
0.04677 36.63680 0.14720
0.03639 36.18910 0.12390
0.02721 35.58870 0.14010
0.03107 35.77660 0.12150
0.03492 35.99480 0.09800
0.03577 36.12020 0.11140
0.02691 35.32850 0.11060
0.04307 36.53590 0.09380
0.03832 36.16920 0.12930
0.03025 35.71660 0.09720
0.04777 36.70860 0.08250
0.03800 36.42690 0.10230
0.03189 36.04690 0.12840
0.03592 36.16090 0.09500
0.03445 35.99850 0.09470
0.03053 35.53390 0.11560
0.02895 35.64970 0.16320
0.03314 35.83960 0.09170
0.02582 35.31940 0.10900
0.02900 35.59580 0.10930
0.04252 36.29950 0.12950
0.03589 35.99960 0.12450
0.03565 35.86270 0.13210
0.02994 35.63060 0.09990
0.02990 35.45300 0.10640
0.05165 36.81720 0.08530
0.02980 35.67300 0.14840
0.03207 35.61310 0.10720
0.02643 35.35420 0.11150
0.04970 36.59130 0.12350
0.06731 37.38410 0.10690
0.04995 36.77630 0.18200
0.04404 36.57320 0.12780
0.03761 36.28280 0.09960
0.02965 35.48090 0.09600
0.04612 36.70180 0.08000
0.04839 36.80840 0.09860
0.07529 37.65940 0.10830
0.03704 36.10740 0.09660
0.04265 36.46500 0.08470
0.05229 36.97890 0.12330
0.02499 35.12530 0.12690
0.03002 35.66130 0.12530
0.02802 35.41940 0.16550
0.05641 36.99360 0.10320
0.03201 35.75100 0.10580
0.03093 35.66570 0.15410
0.04764 36.69540 0.15420
0.03048 35.41340 0.11350
0.04777 36.60310 0.09400
0.07074 37.31820 0.14780
0.02988 35.66800 0.11080
0.03370 36.01430 0.18350
0.03264 35.75020 0.10400
0.06841 37.40180 0.08620
0.03081 35.80350 0.10540
0.07833 37.96620 0.07620
0.02553 35.32420 0.15280
0.07398 37.69760 0.09130
0.02934 35.54140 0.11130
0.04391 36.41480 0.09940
0.02522 35.31040 0.10970
0.04768 36.73400 0.08210
0.04952 36.66700 0.09700
0.07301 37.77450 0.11280
0.07094 37.54080 0.08550
0.07855 37.66370 0.09770
0.06758 37.52340 0.08280
0.05063 36.66680 0.09620
0.03309 35.95840 0.09340
0.07149 37.47320 0.08550
0.07901 37.64820 0.09300
0.06603 37.37390 0.10450
0.03007 35.54720 0.10340
0.03891 36.38990 0.14700
0.07193 37.73210 0.10170
0.05668 37.14800 0.10390
0.04056 36.25740 0.10160
0.05485 37.05910 0.07390
0.05430 36.88310 0.10340
0.06398 37.16070 0.09050
0.04433 36.66060 0.19400
0.02844 35.84100 0.10310
0.04998 36.98490 0.09360
0.04896 36.68200 0.09280
0.07113 37.54310 0.15100
0.05320 37.08090 0.10700
0.04734 36.70470 0.10100
0.05139 36.84920 0.09870
0.05268 36.98050 0.08310
0.04780 36.67240 0.10430
0.07467 37.46320 0.10580
0.04549 36.47500 0.12160
0.07046 37.51940 0.07040
0.02474 35.25290 0.14710
0.02874 35.53990 0.13950
0.04502 36.64510 0.10940
0.02525 35.45990 0.12680
0.06910 37.38480 0.08270
0.06419 37.20860 0.07390
0.04328 36.55290 0.09350
0.04488 36.40460 0.09910
0.08366 38.07010 0.12900
0.03975 36.19810 0.10650
0.05708 37.09930 0.10510
0.08656 38.09890 0.12100
0.06067 37.34130 0.12160
0.03370 35.73160 0.11350
0.06723 37.53880 0.11000
0.03337 35.95670 0.10250
0.06079 37.21890 0.08960
0.02779 35.62280 0.12610
0.04045 36.50690 0.12140
0.05529 36.83080 0.08720
0.02492 35.20670 0.11830
0.02618 35.39160 0.12370
0.02538 35.34210 0.11600
0.09284 38.34300 0.28730
